study,seed,wr,burn_mult,thr,exit_z,block_h,min_n,epd,dust,cad,cool,stat,gamma,tau,join_day,cleared,clear_day,steady_share,sk_paid_pd,sk_trades,noise_paid_pd,mom_ev_pd,noise_passes,noise_pass_epochs,entries,quits,rereg,eq_crowd,unalloc_steady
wr,0,0.7,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,25.5,0.98,676.966436799839,194,13.611063199938489,-0.009065759718479637,0,0.0,48,47,0,0.9329608938547486,1.3180021940382445e-17
wr,1,0.7,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.9800000000000002,673.4327225111275,195,13.618110821984837,0.0069214597405366785,0,0.0,48,47,0,0.9329608938547486,-1.615198767203731e-17
wr,2,0.7,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.6473059060099785,588.6907123285972,194,98.47678767127283,2.007085251188964,2,9336.0,48,47,0,0.9329608938547486,8.902975604826965e-17
wr,3,0.7,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.6756446485907769,587.1371640772076,194,99.8636692560816,1.4864491156627473,2,14376.0,48,47,0,0.9329608938547486,5.737186021107653e-17
wr,4,0.7,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,22.0,0.6877508624728886,600.3517739011401,193,93.54572609884167,1.731753812330703,2,14376.0,48,47,0,0.9329608938547486,6.667540511017002e-17
wr,5,0.7,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.9523305920182286,646.7481704867623,195,40.36932951314906,0.5753650218262074,1,5592.0,48,47,0,0.9329608938547486,1.0890316167994436e-16
wr,6,0.7,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.9799805536142738,643.3250032255252,196,43.84249677443187,0.6503634738886177,1,10632.0,48,47,0,0.9329608938547486,1.0830876853361339e-16
wr,7,0.7,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,22.0,0.6829128369405009,627.0992235539337,195,66.79827644591931,1.1455399421167751,1,3744.0,48,47,0,0.9329608938547486,1.2482256072950433e-17
wr,8,0.7,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,29.0,0.6784267679090277,586.9721643203521,196,100.0920023462845,1.5957265732512351,2,14376.0,48,47,0,0.9329608938547486,-6.3574223477138854e-18
wr,9,0.7,0.0,1.25,0.5,168.0,4,1,0.02,12,84,ret,0.25,1.0,0.0,1,36.0,0.7280220556618345,593.9233771491447,195,86.47078951751041,1.511128282772209,2,14376.0,48,47,0,0.9329608938547486,6.067978728630977e-17
